Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
ff87cab5-974c-454f-9033-341d0cf1bffa,4c0fe760-df2e-4437-b2f9-af0bff130b31,51.57,2024-01-08 17:29:09,PayPal,home & garden,1,34,Port Georgeshire,mobile,64.193.134.239,"82150 Robertson Knoll Suite 272
South Kimberly, PR 25252","688 Herrera Rapid
Ericashire, AS 25659",1,202,17
4e2e812f-e74d-4ce3-996b-572eac115e2c,d853bd1e-d00f-4a8e-a1c0-ce9fd159cc1d,17.01,2024-02-12 02:36:29,PayPal,health & beauty,5,32,Aaronshire,tablet,163.139.218.212,"871 Thomas Parkways Suite 028
Lake Kevinshire, AL 31408","871 Thomas Parkways Suite 028
Lake Kevinshire, AL 31408",0,268,2
c1b245db-0e77-4cf0-b054-f368459d1b1d,1a4d4911-8b1b-449e-8df2-bda87d103b04,40.43,2024-02-03 18:31:07,debit card,health & beauty,3,37,Jonathanmouth,tablet,32.159.237.176,"4242 William Alley Apt. 740
Crystalfurt, AK 10091","610 Bruce Spurs
South Alishaville, NY 45981",0,121,18
f2566603-649a-42e3-8ee5-5ade8b7df53d,1e4fc377-5879-4ee7-b964-220cce24666d,102.85,2024-03-10 00:56:36,bank transfer,home & garden,2,45,Salazarside,tablet,184.124.77.55,"8809 Robin Oval Apt. 487
Jonesburgh, VA 49120","8809 Robin Oval Apt. 487
Jonesburgh, VA 49120",1,64,0
28eb61ec-92b4-4e24-a8e9-94c3e48b2576,67694413-09f5-4a11-8f40-14cd2430cdc0,974.71,2024-03-30 20:54:49,PayPal,health & beauty,4,46,West Jennifershire,desktop,187.21.245.236,"219 English Groves Apt. 938
Jonathanside, AZ 08151","49870 Rebecca Drives Apt. 992
Lake Elizabethfort, DC 09062",0,303,20
5d958ab8-292e-4c52-81d8-b2b4f40f69a5,a60ec712-2b84-467e-b779-97b7fa5c54dd,61.24,2024-03-21 22:44:25,debit card,health & beauty,1,24,Tonyaside,mobile,196.237.8.86,"094 Michael Islands Apt. 012
Mathewbury, NC 05761","349 Raymond Roads
Melissachester, NH 88116",0,277,22
6101015d-2e19-4e98-a72b-bc6ac2cc3754,45704d89-dd5d-4973-93ff-44f4983d5265,173.75,2024-03-14 23:40:37,PayPal,electronics,5,16,Rosarioville,desktop,105.133.233.14,"23019 Carrie Spurs Suite 672
Jordanport, PA 79849","23019 Carrie Spurs Suite 672
Jordanport, PA 79849",0,231,23
acca17e8-1381-4e0a-a9c9-e91d6bef05a0,d3eee947-d060-4b9c-ac6d-416e3b549829,258.93,2024-02-05 01:44:15,bank transfer,electronics,3,55,Johnsonchester,desktop,119.174.136.96,"727 May View Suite 009
Kyleburgh, MI 49192","727 May View Suite 009
Kyleburgh, MI 49192",0,120,1
27d2b7da-223b-4ea4-8afe-c6dea1ef2b31,74cb97b6-9656-4de3-826f-0d5c56e8da12,145.53,2024-02-17 03:39:57,bank transfer,clothing,5,37,Charlesberg,mobile,152.19.17.61,"82031 Barton Mall Apt. 348
Gardnerbury, DC 61422","82031 Barton Mall Apt. 348
Gardnerbury, DC 61422",0,2,3
28189054-b619-4ad7-865b-6850ac229fdc,4e1909d6-3d64-4314-9d60-d0879369d506,408.02,2024-01-22 12:00:08,PayPal,health & beauty,4,33,Petersenhaven,mobile,145.255.16.93,"1224 Wallace Forge
Amandachester, IL 30760","1224 Wallace Forge
Amandachester, IL 30760",0,81,12
3f2b4ea9-4783-4554-a2e3-9aacaed00381,848e6782-1506-48aa-9214-39d4d321ef7f,420.68,2024-03-02 21:28:56,bank transfer,home & garden,4,23,Jonesport,mobile,138.101.63.22,"064 Madison Landing Apt. 169
Port John, SD 09690","064 Madison Landing Apt. 169
Port John, SD 09690",0,41,21
97750534-dee4-45cd-b9aa-c3f9d5f0693e,d44aea35-cb76-454d-98b4-d8d6e46134d4,831.63,2024-01-16 00:09:39,debit card,home & garden,1,44,Port Shanefort,mobile,136.3.254.187,"355 Melissa Viaduct
Kerriborough, VT 64196","355 Melissa Viaduct
Kerriborough, VT 64196",0,5,0
cf99227b-2d7e-4177-9563-0d13d1876b27,8ad1c76c-ac72-402b-8496-c7604be676a6,206.84,2024-01-05 13:55:29,debit card,electronics,3,39,Elizabethhaven,mobile,18.153.157.228,"4610 Tucker Lights
North Heathermouth, WV 48397","4610 Tucker Lights
North Heathermouth, WV 48397",0,141,13
a9fe7672-0256-4d8f-a77b-bace34fb85e3,ca10f12e-bc43-482a-b5f3-b67fe3dcfe87,335.37,2024-03-04 17:41:40,debit card,toys & games,2,24,Christyburgh,mobile,188.247.43.163,"1281 Pierce Road
New Kristinburgh, NJ 14908","540 Gray Skyway Apt. 244
North Jerry, ID 67958",0,358,17
20d1ccd8-595c-43be-9954-14bed4e9aadc,d8389e85-abd2-42c8-b682-c78cf704e9c1,33.1,2024-03-18 04:10:25,bank transfer,toys & games,1,36,Port Alexisfurt,mobile,63.186.33.104,"03957 Richard Loaf Suite 874
Danielleport, GA 02457","03957 Richard Loaf Suite 874
Danielleport, GA 02457",0,218,4
e48460a6-cc44-4a65-a739-80fd2213f252,c947c1cb-24e9-4836-bc10-4a7d8b9020ec,252.04,2024-01-10 03:05:27,debit card,clothing,4,42,Josephland,tablet,171.223.48.5,"3881 Annette Point
Arellanoside, IL 53250","3881 Annette Point
Arellanoside, IL 53250",0,192,3
91770c3c-7040-47c7-9451-7120cac21770,1964abd7-e368-4349-bf79-9b5174bfeb0c,184.11,2024-01-13 00:29:58,bank transfer,electronics,4,44,New Jesse,mobile,92.98.238.164,"9217 Mitchell Estate Apt. 231
Randallbury, IA 23676","9217 Mitchell Estate Apt. 231
Randallbury, IA 23676",0,188,0
c8338c33-8272-47b0-be5a-2e46fa4a1eae,407c152b-177a-4bc9-b829-d1e5a1d4a3b6,612.41,2024-03-28 01:22:03,debit card,clothing,2,25,Palmerville,tablet,3.125.53.82,"604 Patrick Forest
Huertamouth, OK 40046","604 Patrick Forest
Huertamouth, OK 40046",0,153,1
d0f1db8c-06ab-4d63-8620-c939753abdf1,dc65f582-63d6-47f0-8308-28f2c74173d8,393.58,2024-02-15 19:28:52,PayPal,health & beauty,5,33,South Josephmouth,mobile,20.48.187.57,"485 Taylor Harbors
North Richard, NC 03857","485 Taylor Harbors
North Richard, NC 03857",0,118,19
6b3d98bd-fe57-41ef-a95a-0188766fe8f5,eddeb330-ce08-4a1e-8508-2293c124f46c,574.32,2024-03-10 00:38:12,bank transfer,toys & games,5,29,New Brianview,mobile,193.251.232.28,"3275 Fernando Squares Apt. 658
West Brandon, KY 44696","3275 Fernando Squares Apt. 658
West Brandon, KY 44696",0,259,0
738ba702-a78f-4124-a1a0-aca9f3f3c73e,90df6d33-ff1c-4680-a046-fe48e3623ed3,134.23,2024-02-01 20:15:22,bank transfer,health & beauty,5,37,West Daniel,tablet,80.180.242.94,"4636 Owens Motorway Suite 916
Jenniferchester, FL 78242","4636 Owens Motorway Suite 916
Jenniferchester, FL 78242",0,153,20
a232e49c-322e-454e-a3b2-2fcd753d8cce,09250715-f2ec-472e-880c-85a121c0121f,194.64,2024-03-10 21:41:57,debit card,toys & games,3,47,East Rachaelside,tablet,136.32.19.29,"71939 Stacy Mills
West Jeffreyfurt, RI 07687","71939 Stacy Mills
West Jeffreyfurt, RI 07687",0,295,21
ed1a78fc-7696-43eb-bca5-8ea7689cc0f8,f4f20db0-acfe-4c1c-bfc1-76ad16028607,392.1,2024-03-02 08:43:12,debit card,health & beauty,5,18,Fosterland,tablet,121.69.30.150,"9917 Ortiz Hollow Apt. 322
Lake Andrew, OR 81337","9917 Ortiz Hollow Apt. 322
Lake Andrew, OR 81337",0,320,8
45953563-ee5b-4a37-94d1-da2bb1062d06,eb2a058b-0fa3-46dc-befb-735242b2c51e,125.4,2024-01-30 09:50:19,bank transfer,electronics,2,36,South Nicholas,mobile,68.168.234.236,"6845 West Locks Apt. 791
Heatherberg, NV 36442","6845 West Locks Apt. 791
Heatherberg, NV 36442",0,54,9
1550e8a6-f06a-4438-abbc-2aa41e780302,667ddcf7-1620-4120-af1b-af31a564fd74,130.97,2024-02-17 00:48:00,PayPal,toys & games,5,20,Dianaburgh,mobile,167.138.198.4,"91943 Gary Heights
Jeremiahchester, AL 00906","91943 Gary Heights
Jeremiahchester, AL 00906",0,327,0
a8cd085d-358a-4425-beba-966e4f7a2f1a,edf4632e-2a46-45db-8f90-ed74be3d7fc8,101.99,2024-01-03 12:48:07,credit card,clothing,3,25,Hermanmouth,tablet,70.153.191.108,"6986 Emma Mills Apt. 917
East Michael, MN 81713","6986 Emma Mills Apt. 917
East Michael, MN 81713",0,153,12
a6d78969-bb32-4ea3-ab11-ebaebb08aba1,e26ec5ef-f2d1-48a2-9d8d-2b739ba95f9f,313.1,2024-01-17 20:41:50,credit card,electronics,4,14,Lake Stephanieborough,tablet,1.64.79.46,"227 Maria Course
Leslieland, NE 51490","928 Tyler Burgs Suite 149
East Ericahaven, NM 13316",0,82,20
72aa1de2-4014-43ae-9db0-c4e1dc6e9436,e7a60961-d3cc-4021-8828-b30432deeffd,18.85,2024-02-04 00:07:04,credit card,electronics,2,53,New Traceyfort,desktop,33.45.215.148,"5197 Porter Walk
Johnville, PR 58848","5197 Porter Walk
Johnville, PR 58848",0,91,0
a4a880cb-e526-4c46-aef0-3fe8c26541a2,55ef67ac-a614-4d98-b906-8b70a41d55d0,110.71,2024-01-25 04:33:19,debit card,clothing,4,17,New Jameston,tablet,8.244.148.163,"445 Pollard Estate Suite 589
Susanberg, FL 37367","445 Pollard Estate Suite 589
Susanberg, FL 37367",0,46,4
685b4d00-6451-4a47-b4cb-134ce98394e4,8b4bf16a-df27-48f9-8120-b01a4d43e987,61.07,2024-03-31 08:34:04,bank transfer,electronics,2,22,Carpenterberg,tablet,36.14.43.248,"0528 Brennan Springs Apt. 793
Kelleychester, VA 98191","0528 Brennan Springs Apt. 793
Kelleychester, VA 98191",0,157,8
3f47945a-a2dc-4d2a-99ad-8aff77a22cc5,7cd57eba-ba1b-4acb-ad66-1a4769bef60d,133.86,2024-03-26 01:28:20,PayPal,electronics,4,43,West Angelabury,mobile,120.84.12.9,"524 Lee Union
Phamview, MP 46281","524 Lee Union
Phamview, MP 46281",0,346,1
37611394-3784-40d8-9356-b05a9716791d,f659881d-55d2-4600-a0af-4021b5b591fa,25.79,2024-02-18 05:56:40,bank transfer,clothing,2,27,Michaelachester,desktop,137.116.82.55,"8056 Emily Lake
West Kathyville, PW 63214","81039 Kimberly Inlet Suite 181
West Stephanieview, CO 28751",0,133,5
373ec299-4031-4e74-8f88-b811a8c905f2,a40b54fb-10f8-467d-a9d1-80a73e04882b,301.15,2024-02-08 21:13:52,credit card,clothing,5,35,East Valerieport,mobile,35.73.109.181,"275 Roberts Highway Apt. 989
Laurachester, TX 73856","275 Roberts Highway Apt. 989
Laurachester, TX 73856",0,1,21
75e1bad0-6973-480f-b4de-5fc4802f8d22,1333bef4-1296-4ea4-84c8-ba3ee1d80219,50.09,2024-03-19 09:22:52,credit card,clothing,3,24,South Spencer,tablet,22.43.251.63,"8016 Barnes Wall Suite 751
Thomasside, IL 69335","8016 Barnes Wall Suite 751
Thomasside, IL 69335",0,21,9
70f39f30-f888-46fe-87bc-30ad5ec87f7d,e43f0b24-1a25-46ca-846a-263a511cf166,65.56,2024-03-25 23:17:45,credit card,toys & games,4,40,Drewview,desktop,84.3.104.88,"USNS Burke
FPO AA 86347","USNS Burke
FPO AA 86347",0,64,23
612c9f80-fd3e-4c99-aacc-57a69c9ca893,827f4a8b-d64c-45f7-9a46-fd126b44595c,96.04,2024-02-06 10:36:01,bank transfer,electronics,2,29,New Annabury,desktop,41.69.121.54,"8962 Dalton Mall
Schultzberg, MS 42316","8962 Dalton Mall
Schultzberg, MS 42316",0,242,10
b8ca9c23-0eea-4a2b-bdc0-e446dde9d759,760a38d3-f117-479a-b6d3-00ab61027ac6,354.72,2024-01-05 02:29:00,credit card,home & garden,3,40,Port Elizabethchester,desktop,55.107.225.250,"444 Franklin Mission Apt. 147
West Markville, MT 92786","444 Franklin Mission Apt. 147
West Markville, MT 92786",0,161,2
661760c2-1497-4b41-b5e0-a39961b0d0be,2ae2cb0d-4099-4e23-8105-1a7a84af3a21,184.73,2024-03-06 13:51:31,credit card,home & garden,2,35,Sanchezton,desktop,202.86.120.10,"76457 Stark Square
West Gregory, NM 92026","76457 Stark Square
West Gregory, NM 92026",0,21,13
a4ca787b-b332-49d6-81ed-d275bbc79113,885bd190-7d1e-4444-9bc3-bedf5136ce8e,255.61,2024-01-10 15:29:54,credit card,clothing,2,50,Patriciaberg,tablet,50.215.143.105,"7841 Joel Haven Suite 530
Port Lisa, NH 76188","7841 Joel Haven Suite 530
Port Lisa, NH 76188",0,159,15
cab1b0b3-d9c5-48e6-aaf2-840d27c1fed1,c5136147-6f9d-4b18-b936-08fca8b6cf3a,294.79,2024-03-19 00:08:38,debit card,electronics,3,30,South Carlosborough,mobile,167.247.137.141,"942 Johnson Dale
Port Amandashire, OR 59409","940 Elliott Mills Apt. 571
New Lorimouth, IN 77842",0,91,0
6fb83602-7eb6-4c9d-83f1-217b4bf00ed8,e9a74a28-e12f-419a-8a75-fe992d15fef1,205.59,2024-01-16 05:04:32,PayPal,clothing,2,45,South Jessicabury,mobile,187.141.177.40,"855 Frank Union Apt. 367
Samuelchester, MN 43471","855 Frank Union Apt. 367
Samuelchester, MN 43471",0,74,5
61523604-80fb-4e9d-b6e3-142a43ae2637,63a0d06b-e089-4a14-a022-c136c92277ce,87.81,2024-02-18 13:05:03,bank transfer,toys & games,4,46,Port Christy,desktop,100.1.178.179,"23229 Jones Lane Apt. 876
South Tammyfurt, ME 59102","23229 Jones Lane Apt. 876
South Tammyfurt, ME 59102",0,331,13
0aa70fef-e92e-47e1-92cf-f1f52f6b6eca,5951f5d3-7bde-4a8a-971f-6e8936366231,80.07,2024-01-29 01:17:38,credit card,clothing,5,35,North Shawn,tablet,55.254.12.127,"PSC 7933, Box 4990
APO AA 14550","PSC 7933, Box 4990
APO AA 14550",0,148,1
c7f29b9a-1fc4-4ff9-ad0a-5bcabf7f8c19,50b78e2d-082a-470d-a5ed-f490755554e2,439.06,2024-03-26 08:15:00,PayPal,home & garden,1,31,New Cory,mobile,51.206.106.235,"93618 Michael Mission Apt. 594
Lake David, CA 39460","93618 Michael Mission Apt. 594
Lake David, CA 39460",0,48,8
10ba6e29-0c55-42ea-b1fb-1b08b54d5f2f,cd67313f-de6e-4d62-9682-56cc664e9fd2,70.04,2024-02-10 14:03:23,bank transfer,electronics,1,40,Cruzchester,mobile,211.238.236.53,"62515 Diana Trace Apt. 926
Gardnerfurt, NY 80650","62515 Diana Trace Apt. 926
Gardnerfurt, NY 80650",0,88,14
dabce045-904d-4e59-8a11-e0634c05f811,dc914ecc-b775-4af0-b9cc-b966c336e717,18.97,2024-01-25 19:36:15,debit card,electronics,1,54,Port Juliechester,desktop,77.71.111.32,"88322 Green Road Suite 727
Traceyburgh, WV 14262","58982 Ashley Villages
West Christie, RI 30060",0,275,19
87c3f9b8-6b1f-4971-8461-485c5cdea709,e6f605cb-affc-4fb1-a326-3c39fb0fc988,35.24,2024-01-06 22:42:45,PayPal,home & garden,2,50,Campbelltown,mobile,219.81.63.38,"8439 Cooper Falls
Coreyfort, VA 53099","8439 Cooper Falls
Coreyfort, VA 53099",0,285,22
fdad04ee-afd0-4483-837c-12026b48009b,49ca0a46-c714-42b6-b2de-d3c4a93c3167,128.11,2024-03-01 03:29:45,bank transfer,home & garden,5,31,Jenniferton,desktop,117.141.138.3,"6674 Richards Glen Suite 106
Reedbury, IN 09408","6674 Richards Glen Suite 106
Reedbury, IN 09408",0,132,3
dcf45519-8c0c-4387-98ed-d10761dc0106,56ceee4b-70b6-4b41-b516-bb1e092e4819,88.08,2024-03-15 20:40:28,debit card,electronics,4,47,New Patrick,mobile,148.19.249.82,"6975 Lewis Mall
Lindsayhaven, MN 97016","6975 Lewis Mall
Lindsayhaven, MN 97016",0,35,20
99b8be6e-8c1d-49fe-b460-4a1c00a0adc6,94c032de-b3fa-4562-8233-d81b92f658af,10.89,2024-02-21 22:53:31,PayPal,electronics,5,16,Brayborough,tablet,7.150.20.111,"856 Brian Wells Suite 058
Espinozaport, DE 81356","856 Brian Wells Suite 058
Espinozaport, DE 81356",0,65,22
7e7006c0-d53e-48eb-b486-be81a554452b,f8b68015-fadf-46cb-936c-7d5bf26c1802,319.28,2024-02-19 15:58:38,bank transfer,health & beauty,4,43,New Michael,mobile,45.48.212.86,"260 Wright Freeway Apt. 972
East Josephfort, GU 40815","260 Wright Freeway Apt. 972
East Josephfort, GU 40815",0,61,15
4d275d51-0ca9-4dcb-9a0a-1e5e8f257733,a5243ed8-0616-441d-a88b-5706606212a8,183.99,2024-01-20 14:34:06,PayPal,toys & games,3,39,South Joe,tablet,94.182.45.160,"5761 Atkins Track Suite 967
New Christopher, WI 81997","5761 Atkins Track Suite 967
New Christopher, WI 81997",0,120,14
4b8b4141-5249-45f0-898a-4fee16bee9e8,bc139677-3cad-4996-94e4-54600c89580e,248.98,2024-02-03 18:26:54,bank transfer,toys & games,2,42,New Julieton,mobile,103.142.205.251,"42353 Jones Ferry Suite 655
Port Martinborough, CA 85188","42353 Jones Ferry Suite 655
Port Martinborough, CA 85188",0,220,18
6347644a-e4df-4976-b881-289ab012b260,ea9d8b89-7d53-4e8d-93f4-1585db26604b,103.84,2024-03-11 13:03:28,credit card,electronics,2,63,Lake Jackson,tablet,140.165.81.58,"PSC 6467, Box 4912
APO AA 64832","PSC 6467, Box 4912
APO AA 64832",0,145,13
2ddb99dc-9f27-4d24-b2cc-10f506ece67c,e8c29758-dd95-480f-b95a-0df922fada6d,157.53,2024-03-17 11:56:22,bank transfer,clothing,4,48,New Christopherview,mobile,161.34.187.125,"USNV Meyer
FPO AP 18112","USNV Meyer
FPO AP 18112",0,62,11
c279f3dc-f7c5-446d-bc83-e8447557163b,40ca121d-ccc3-43b3-aa66-9f2da042ee8c,48.47,2024-01-02 22:59:23,credit card,toys & games,3,15,Lake Ashley,mobile,173.63.128.245,"1128 Melissa Highway
Port Ricardotown, AS 67351","1128 Melissa Highway
Port Ricardotown, AS 67351",0,111,22
b8ee2e58-9bee-4122-a213-983e03ab99d6,c5963a72-45db-48f0-85bb-965ac4a06a10,219.84,2024-02-11 03:34:21,bank transfer,clothing,5,23,East Jacob,tablet,94.232.21.14,"234 Morris Stravenue
Hughesstad, SC 17482","234 Morris Stravenue
Hughesstad, SC 17482",0,282,3
f3959fec-1215-4acc-a34f-8cad33cff17d,fa4ae1a6-3ff3-408b-b5c9-5abd28a24cfa,165.53,2024-01-31 13:12:31,bank transfer,health & beauty,5,45,East Cathy,mobile,159.143.2.96,"25471 Grant Rue Suite 313
East Nicholas, SC 85365","19221 Anderson Street
West Kimberly, LA 70118",0,316,13
a090b8d8-8758-43cf-95d2-5817c2b80a03,333039f6-cee1-447e-9a9b-0569f20f5672,76.65,2024-01-09 01:46:50,debit card,toys & games,5,39,Harrisfurt,mobile,135.191.151.62,"970 Hamilton Oval Suite 720
North Janetport, NC 18453","970 Hamilton Oval Suite 720
North Janetport, NC 18453",0,273,1
03e15832-1180-4bdc-a20c-ec6ee9686ca7,0a151811-a61d-45ab-8a45-1c1ae94ecd5a,236.24,2024-01-12 19:32:49,bank transfer,toys & games,4,28,Port Kristine,desktop,212.52.4.144,"75725 Edward Ways Apt. 964
Ashleytown, TX 40323","USS Garza
FPO AE 15195",0,288,19
2d29f154-4124-4284-8bf5-1908f475337d,d3351e84-3907-4b4f-b72f-3cbe5178eb1d,86.62,2024-02-01 19:19:50,credit card,clothing,5,52,West Jamietown,tablet,63.94.199.88,"767 Padilla Fords
East Aliciatown, OR 22451","767 Padilla Fords
East Aliciatown, OR 22451",0,151,19
bfbdb927-b52f-4261-83fc-0f70f8058146,5fc930f9-040d-4a3b-bcff-7915b6639764,251.87,2024-03-16 22:33:13,debit card,electronics,4,44,Joeborough,tablet,12.166.214.218,"218 Newman Street Suite 128
East Michelefort, PA 83508","218 Newman Street Suite 128
East Michelefort, PA 83508",0,301,22
e92eb8ad-cd81-42dc-8740-2b58c058a4b6,e769f2d9-d8f4-4f5b-8efd-9064f2e46b06,312.35,2024-03-20 20:25:01,PayPal,health & beauty,3,31,Markmouth,mobile,169.199.9.197,"31148 Wilson Stravenue
Kevinmouth, LA 41104","31148 Wilson Stravenue
Kevinmouth, LA 41104",0,180,20
9207c3a2-c3e4-485a-9ca2-d33c30057412,1756952f-fbc7-4087-b80e-23c760f597cc,102.1,2024-02-02 04:26:49,debit card,electronics,4,19,New Tammyborough,desktop,74.77.16.238,"32865 Nelson Crescent
New Jasmine, MN 49712","32865 Nelson Crescent
New Jasmine, MN 49712",0,175,4
d92203e0-43c3-4816-beae-504d8b2c304f,4682ab25-d37b-476f-ad77-e021e6710367,430.38,2024-02-07 01:57:25,PayPal,electronics,5,42,East Victorport,desktop,79.23.92.166,"80085 Bennett Mission Apt. 823
Stephanieton, VT 91755","80085 Bennett Mission Apt. 823
Stephanieton, VT 91755",0,336,1
dae75ad7-b8f3-4b8c-9b17-c240df2e72e0,75089160-9638-4065-9c0c-a018034073f6,195.71,2024-02-12 22:23:53,debit card,health & beauty,5,47,Yangburgh,mobile,191.36.139.2,"0872 Jason Plaza Suite 963
Loristad, TN 10900","0872 Jason Plaza Suite 963
Loristad, TN 10900",0,224,22
7098c365-dc87-4316-ab05-387684e4f96f,2e098ab2-6bc9-4fc8-a635-303de9509ddf,222.12,2024-02-29 05:50:16,bank transfer,clothing,1,31,Jordanfurt,tablet,33.122.237.185,"607 Robert Haven Suite 585
North Jamesland, RI 62375","607 Robert Haven Suite 585
North Jamesland, RI 62375",0,116,5
55e9a09b-391d-48b2-8ff4-ecb2c401cf99,b36e33f7-7bdc-4771-b3c2-51f6d82029bd,1767.3500000000001,2024-01-19 19:52:14,bank transfer,home & garden,1,26,South Dennis,mobile,101.54.202.42,"270 Jones Plains Suite 020
South Lori, WA 50233","270 Jones Plains Suite 020
South Lori, WA 50233",1,13,19
341fc683-b8ea-4c61-8c14-88e24dc61725,747445b1-3010-4ccf-8371-aa88897c373c,871.08,2024-01-10 18:23:26,bank transfer,toys & games,1,13,Amybury,tablet,155.111.159.161,"55657 Stephanie Rue Apt. 486
Johnhaven, MT 43974","50441 Vanessa Run Suite 169
Griffinburgh, MN 83235",0,49,18
f947602a-af55-483a-836e-839e26cd9f6e,10de5258-610b-48cf-aac1-394332b171d9,94.95,2024-01-20 00:24:11,PayPal,health & beauty,1,40,Lake Angelaport,mobile,205.160.82.97,"1317 Jose Crossing Apt. 725
West Melissa, PA 66351","1317 Jose Crossing Apt. 725
West Melissa, PA 66351",1,5,3
51a6f2f4-6cca-41ca-812e-a4c6a8f2b452,e8840f59-d0eb-40c9-99dd-c0c3797570ca,749.52,2024-01-13 11:12:28,PayPal,clothing,1,2,East Jonathan,desktop,96.57.110.133,"28181 Aguirre Ramp Apt. 005
Rachelberg, VT 53611","28181 Aguirre Ramp Apt. 005
Rachelberg, VT 53611",0,58,11
d037a746-5885-4a65-805d-2cd5548397ad,c7b60a8e-0696-4738-9c85-c7833056b259,259.81,2024-02-02 06:48:19,PayPal,home & garden,5,48,Cummingsbury,mobile,9.48.127.54,"8216 Amy Tunnel Suite 009
North Brittanytown, MT 83319","8216 Amy Tunnel Suite 009
North Brittanytown, MT 83319",0,21,6
7f99244a-8e44-4a7e-959b-c73c0141381b,2480271f-d82c-49d2-ae52-2a2183306e30,13.64,2024-01-15 08:24:06,bank transfer,home & garden,5,37,North Ronald,tablet,38.242.147.183,"721 Johnny Mountain Suite 678
Carrview, KY 07724","721 Johnny Mountain Suite 678
Carrview, KY 07724",0,348,8
1565886c-4eb0-40f1-be38-e85ff39e35ec,2ca17852-c41c-44fe-a1f3-1261d25e7be8,16.85,2024-03-11 07:30:15,PayPal,health & beauty,2,43,Hansonburgh,desktop,82.106.208.125,"00297 Salazar Brook
Richardsonport, MD 35613","00297 Salazar Brook
Richardsonport, MD 35613",1,21,2
